tombstone_code,place,tombstone_id,latitude,longitude,last_name,name,fathers_name,gender,year,tags,epitaph_language,decor_type,tombstone_type,tombstone_material_code,source_ru,source_en
BSH781,Бешенковичи,781,,,,Хася,Реувен,f,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH782,Бешенковичи,782,,,,Лейб Шнеур Залман,Элияху,m,1853,пожилой,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH783,Бешенковичи,783,,,,Цви Гирш Яаков,Элияху,m,1856,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH784,Бешенковичи,784,,,,Элька Крейна,Йехуда Лейб,f,1855,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH785,Бешенковичи,785,,,,Хайка,Зеев,f,1855,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH786,Бешенковичи,786,,,,Хая Сара,Элиэзер,f,1856,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH787,Бешенковичи,787,,,,Блума,Авраам,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH788,Бешенковичи,788,,,,Ципора,Шимон,f,1855,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH789,Бешенковичи,789,,,,Эстер,Ицхак,f,1854,коэн,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH790,Бешенковичи,790,,,,Малка,Менахем Мендл,f,1856,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH791,Бешенковичи,791,,,,Ривка,Яаков,f,1859,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH792,Бешенковичи,792,,,,Гилель,Яаков Копель,m,1860,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH793,Бешенковичи,793,55.0456208984821,29.4848069548278,,Ицхак,Гершон,m,1856,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH794,Бешенковичи,794,55.0456172734812,29.4848183572861,,Хана,Зусман,f,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH795,Бешенковичи,795,55.0460945921412,29.4839063882823,,Гершон,Йехезкель,m,1866,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH796,Бешенковичи,796,55.0460854598226,29.4839122091429,,Йехезкель,Липман,m,1866,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH797,Бешенковичи,797,55.046073578083,29.4839361053439,,Сара,Дов-Бер,f,1861,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH798,Бешенковичи,798,55.0460540001664,29.4839660196406,,Моше,Шломо Залкинд,m,1857,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH799,Бешенковичи,799,,,,Неизвестный,,n,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH800,Бешенковичи,800,,,,Барух,Яаков,m,1853,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH801,Бешенковичи,801,,,,Натан,Моше,m,1856,"пожилой, ученый",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH802,Бешенковичи,802,,,,Ривка,Гершон,f,1852,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH803,Бешенковичи,803,,,,Эстер Юта,Александр Зисл,f,1853,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH804,Бешенковичи,804,,,,Авраам Нехемия,Шмуэль Занвиль,m,1856,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH805,Бешенковичи,805,,,,Хьена,Аарон,f,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH806,Бешенковичи,806,,,,Фейга,Исраэль,f,1852,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH807,Бешенковичи,807,,,,Хая,Арье Лейб,f,1853,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH808,Бешенковичи,808,,,,Брейна,Йехуда Лейб,f,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH809,Бешенковичи,809,,,,Цви,Элияху,m,1853,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH810,Бешенковичи,810,,,,Йехуда Лейб,Авраам,m,1853,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH811,Бешенковичи,811,,,,Лейб Нисан,Реувен,m,1853,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH812,Бешенковичи,812,,,,Ицхак Яаков,Элияху,m,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH813,Бешенковичи,813,,,,Йехуда Лейб,Мордехай,m,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH814,Бешенковичи,814,,,,Хаим,Яаков,m,1849,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH815,Бешенковичи,815,,,,Гута Ривка,Элиэзер,f,1849,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH816,Бешенковичи,816,,,,Ципора,Эфраим,f,1850,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH817,Бешенковичи,817,,,,Бенцион,Ицхак,m,1855,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH818,Бешенковичи,818,,,,Хайка,Элиэзер,f,1851,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH819,Бешенковичи,819,55.0456090816585,29.484883894212,,Кейла,Йосеф,f,1851,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH820,Бешенковичи,820,55.0455976150682,29.4849008212368,,Хьена,Элияху,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH821,Бешенковичи,821,55.0461310313764,29.4838864599641,,Мирьям,Шломо Залман,f,1870,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH822,Бешенковичи,822,55.0461197362268,29.4839176245299,,Фрейда Сара,Исраэль,f,1868,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH823,Бешенковичи,823,55.0460963887257,29.4839480053052,,Итка,Зеев Вольф,f,1868,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH824,Бешенковичи,824,55.0460876552919,29.4839694228785,,Дов-Бер,Исраэль Авраам,m,1862,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH824,Бешенковичи,824,55.0460876552919,29.4839694228785,,Ривка,Авраам,f,1862,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH825,Бешенковичи,825,55.0460770042679,29.4839939779087,,Хая Малка,Лейб,f,1860,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH826,Бешенковичи,826,55.0460724175681,29.4840015574101,,Авраам,Лейб,m,1857,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH827,Бешенковичи,827,55.046062653843,29.4840069003494,,Давид Ханан,Авраам,m,1857,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH828,Бешенковичи,828,55.0460543109364,29.4840151385246,,Элиэзер,Беньямин Бейниш,m,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH829,Бешенковичи,829,55.0460432119929,29.4840269801132,,Аарон,Хаим,m,1859,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH830,Бешенковичи,830,55.0460359608784,29.4840343256201,,Батья,Зеев Вольф,f,1853,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH831,Бешенковичи,831,55.0460303667242,29.4840413980949,,Зеев_Вольф,Исраэль,m,1853,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH832,Бешенковичи,832,,,,Цви_Гирш,Исраэль,m,1852,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH833,Бешенковичи,833,,,,Симха Зусман,Йерухам,m,1853,внезапно,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH834,Бешенковичи,834,,,,Ицхак,Арье Лейб,m,1850,"пожилой, ученый",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH835,Бешенковичи,835,,,,Славе Нисел,Йосеф Менахем Мендл,f,1848,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH835,Бешенковичи,835,,,,Йехуда Лейб,Моше,m,1850,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH836,Бешенковичи,836,,,,Рахель,Ицхак,f,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH837,Бешенковичи,837,,,,Рахель,Элияху,f,1848,левит,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH838,Бешенковичи,838,,,,Фрада,Арье Лейб,f,1851,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH839,Бешенковичи,839,,,,Сара Лея,Цадок,f,1852,левит,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH840,Бешенковичи,840,,,,Сара Фрейда,Хаим,f,1853,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH841,Бешенковичи,841,,,,Йехуда Лейб,Хаим,m,1853,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH842,Бешенковичи,842,,,,Арье_Лейб,Песах,m,1851,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH843,Бешенковичи,843,,,,Рахель,Михаэль,f,1851,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH844,Бешенковичи,844,,,,Барух,Йехошуа,m,1851,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH845,Бешенковичи,845,,,,Сара,Элияху,f,1851,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH846,Бешенковичи,846,,,,Гитл,Дов-Бер,f,1850,"коэн, %Могилев%",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH847,Бешенковичи,847,,,,Беньямин,Аарон,m,1849,учитель праведности,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH848,Бешенковичи,848,,,,Шимон,Арье,f,1837,ученый,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH849,Бешенковичи,849,,,,Цви,Копман,m,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0850,Бешенковичи,850,,,,Дов,Йосеф,m,1846,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0851,Бешенковичи,851,,,,Дов-Бер,Яаков,m,1846,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0852,Бешенковичи,852,,,,Гута,Нахман,f,1843,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0853,Бешенковичи,853,,,,Ицхак,Эфраим,m,1846,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0854,Бешенковичи,854,,,,Реувен,Арье,m,1847,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0855,Бешенковичи,855,55.0461645087453,29.4838781597588,,Сара Мира,Хаим,f,1849,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0856,Бешенковичи,856,55.0461026798589,29.4840275206891,,Мордехай,Арье Лейб,m,1860,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0857,Бешенковичи,857,55.0460792035304,29.484043796658,,Исраэль,,m,1846,ученый,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0858,Бешенковичи,858,55.0460593741261,29.4840806519574,,Хананья Липман,Давид,m,1854,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0859,Бешенковичи,859,55.0460502930238,29.4840799030454,,Цви,Зеев,m,1849,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0860,Бешенковичи,860,55.0460318614871,29.4840931109379,,Авраам Абли,Йосеф,m,1846,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0861,Бешенковичи,861,55.0460259265516,29.4841043717479,,Шнеур Залман Шмуэль,Леви,m,1843,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0862,Бешенковичи,862,,,,Цадок,Зеев,m,1844,"левит, раввин",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0863,Бешенковичи,863,,,,Александр Зискинд,Зеев,m,1848,ученый,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0864,Бешенковичи,864,,,,Гилель,Йосеф,m,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0865,Бешенковичи,865,,,,Йосеф,Рафаэль,m,1849,"ученый, раввин",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0866,Бешенковичи,866,,,,Шауль Зеев,Шабтай,m,1843,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0867,Бешенковичи,867,,,,Шмуэль,Моше,m,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0868,Бешенковичи,868,,,,Шмуэль,Песах,m,1848,ученый,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0869,Бешенковичи,869,,,,Эйдла,Хаим,f,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0870,Бешенковичи,870,55.0456895028939,29.4837279855865,,Шимон,Исраэль,m,1850,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0871,Бешенковичи,871,,,,Песя Хинда,Гедалья,f,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0872,Бешенковичи,872,,,,Батья Роза,Мордехай,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0873,Бешенковичи,873,,,,Авраам,Ицхак,m,,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0874,Бешенковичи,874,,,,Аарон Йосеф,Цви Гирш,m,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0875,Бешенковичи,875,,,,Блума Ривка,Исраэль,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0876,Бешенковичи,876,,,,Ицхак Зусман,Симха,m,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0877,Бешенковичи,877,,,,Хая Муся,Моше,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0878,Бешенковичи,878,,,,Калонимес Калман,Яаков,m,1845,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0879,Бешенковичи,879,,,,Йоэль,Шалом,m,1844,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0880,Бешенковичи,880,55.0456878491374,29.4848576772489,,Йехуда Лейб,Товья,m,1842,левит,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0881,Бешенковичи,881,55.0461777779474,29.483962762367,,Шейна Рахель,Дов-Бер,f,1896,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0882,Бешенковичи,882,55.0460972515068,29.4840927025154,,Ципора Фрея,Зеев,f,1853,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0883,Бешенковичи,883,55.0460732409001,29.4841225908624,,Шломо,Моше,m,1852,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0884,Бешенковичи,884,55.046066156128,29.4841319036958,,Матля,Исраэль,f,1849,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0885,Бешенковичи,885,55.0460580499934,29.4841308300146,,Либа,Авраам,f,1847,девушка,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0886,Бешенковичи,886,55.0460325464555,29.4841404352112,,Роза,Моше,f,1848,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0887,Бешенковичи,887,55.0460256620047,29.484164574114,,Йешаяху,Перец,m,1843,"аврех, раввин",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0888,Бешенковичи,888,,,,Авраам Шнеур Залман,Цадок,m,1843,левит,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0889,Бешенковичи,889,,,,Ицхак,Шимон,m,1842,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0890,Бешенковичи,890,,,,Авраам,Танхум,m,1840,%Толочин%,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0891,Бешенковичи,891,,,,Беньямин Бейниш,Йешаяху,m,1842,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0892,Бешенковичи,892,,,,Хинда,Шмуэль Ашер,f,1845,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0893,Бешенковичи,893,,,,Эстер,Авраам Абли,f,1844,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0894,Бешенковичи,894,,,,Цирла,Авраам Абли,f,1844,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0895,Бешенковичи,895,,,,Лея,Хаим,f,1844,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0895a,Бешенковичи,895a,,,,Неизвестный,Шмуэль,n,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0896,Бешенковичи,896,,,,Фрума,Дов-Бер,f,1844,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0897,Бешенковичи,897,,,,Неизвестный,,n,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0898,Бешенковичи,898,,,,Брейне,Шмуэль Цви,f,1846,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0899,Бешенковичи,899,,,,Элияху Цви,Иссахар Бер,m,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0900,Бешенковичи,900,,,,Фейга,Арье,f,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0901,Бешенковичи,901,,,,Пае,Нахум,f,1845,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0902,Бешенковичи,902,,,,Шломо Залман,Натан Ноте,m,1818,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0903,Бешенковичи,903,,,,Авраам Элияху,Звулун,m,1837,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0904,Бешенковичи,904,55.0457379524573,29.4848070277086,,Сара Брейне,Ашер,f,1837,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0905,Бешенковичи,905,55.0457266484012,29.484830358485,,Малка,Мордехай,f,1837,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0906,Бешенковичи,906,55.0456876876796,29.4848941508428,,Эстер,Ицхак,f,1836,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0907,Бешенковичи,907,55.0461745750197,29.4840554273633,,Хаим Мендиль,Лейб,m,1875,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0908,Бешенковичи,908,55.0461344908541,29.4841239368643,,Батья,Липман,f,1875,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0909,Бешенковичи,909,55.0460809376898,29.4841738610913,,Крейна,Цви Кац,f,1852,коэн,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0910,Бешенковичи,910,55.046048051392,29.4842241504704,,Хайка,Йехуда Лейб,f,1848,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0911,Бешенковичи,911,55.046033382436,29.4842455291119,,Рахель,Ицхак,f,1841,левит,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0912,Бешенковичи,912,55.0460251736161,29.4842534618659,,Рахель,Хаим,f,1840,девушка,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0913,Бешенковичи,913,,,,Эстер,Гилель,f,1839,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0914,Бешенковичи,914,,,,Ицхак,Шмарьяху,m,1839,"левит, автор",HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0915,Бешенковичи,915,,,,Эстер,Авраам,f,1839,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0916,Бешенковичи,916,,,,Хаим,Яаков,m,1838,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0917,Бешенковичи,917,,,,Йосеф Менахем Мендель,Йехуда Лейб,m,1838,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0918,Бешенковичи,918,,,,Аарон Дов,Шимон,m,1835,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0919,Бешенковичи,919,,,,Батья,Йосеф,f,1835,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0920,Бешенковичи,920,,,,Мордехай,Арье Лейб,m,1836,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0921,Бешенковичи,921,,,,Хана,Йехошуа,f,1838,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0922,Бешенковичи,922,,,,Шимшон,Элиэзер,m,1832,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0923,Бешенковичи,923,,,,Сара,Менахем Мендл,f,1841,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0924,Бешенковичи,924,,,,Моше,Авраам,m,1840,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0925,Бешенковичи,925,,,,Авраам,Йехуда Лейб,m,1840,ученый,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0926,Бешенковичи,926,,,,Ривка,Яаков,f,1837,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0927,Бешенковичи,927,,,,Роза,Цадок,f,1835,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0928,Бешенковичи,928,55.0457232981668,29.4848896304769,,Мирке,Шрага,f,1832,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0929,Бешенковичи,929,55.045725133089,29.4849135050851,,Лея,Меир,f,1834,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0930,Бешенковичи,930,55.0456937667299,29.48495350337,,Шауль,Йерухам,m,1835,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0931,Бешенковичи,931,55.0454559198104,29.4842231415143,,Батья,Нафтали Герц,f,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0932,Бешенковичи,932,55.0455833702253,29.4850989856522,,Йешаяху Ицхак,Барух,m,1882,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0933,Бешенковичи,933,55.0461622954805,29.4841191493365,,Яаков Мордехай,Залман Элияху,m,1875,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0934,Бешенковичи,934,55.0461410132829,29.4841659842598,Кац,Авраам,Моше,m,1869,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0935,Бешенковичи,935,55.0461349368992,29.4841973268975,,Батья,Ноте,f,1844,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0936,Бешенковичи,936,55.0461044210974,29.4842220568596,,Гита Эстер,Ицхак,f,1838,девушка,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0937,Бешенковичи,937,55.0460955765526,29.4842378247978,,Песя,Итамар,f,1837,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0938,Бешенковичи,938,55.0460834811872,29.484247217588,,Хьена,Йосеф,f,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0939,Бешенковичи,939,55.0460751664331,29.4842608492302,,Элияху,Авраам,m,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0939,Бешенковичи,939,55.0460751664331,29.4842608492302,,Мирьям,Гершон,f,1842,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
